,B Cells_marker_mean,CAFs_marker_mean,CD4 T_marker_mean,CD8 T_marker_mean,DC_marker_mean,Endothelial Cells_marker_mean,Macrophages_marker_mean,Mast Cells_marker_mean,Monocytes_marker_mean,Myofibroblasts_marker_mean,NK_marker_mean,Neutrophils_marker_mean,Cancer Cells_marker_mean,Unnamed: 0,cancer_type,reference_dataset,Plasma B cells,Non-plasma B cells,CD4 T,CD8 T effector,CD8 T (GZMK high),Double-neg-like T,Cancer Cells,DC,Endothelial Cells,CAFs,Myofibroblasts,Macrophages,Mast Cells,NK,Neutrophils,Monocytes,B Cells,CD8 T,Fibroblasts
TCGA-G9-6498-01A,18.425,86.674,17.06,6.921,3.232,116.813,67.203,68.218,1.0,760.15,17.351,1.0,619.829,2394,PRAD,simu_bulk_2ds_ref,0.003,0.0,0.012,0.0,0.009,0.0,0.703,0.014,0.072,0.12,0.051,0.011,0.005,0.0,0.0,0.0,0.003,0.009,0.17099999999999999
TCGA-J4-AATZ-01A,15.65,29.254,10.98,3.466,3.276,51.146,66.668,6.517,1.0,193.607,8.91,1.0,849.889,2395,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.004,0.001,0.0,0.0,0.927,0.007,0.021,0.007,0.024,0.007,0.001,0.0,0.0,0.0,0.001,0.001,0.031
TCGA-EJ-7317-01A,13.91,47.575,3.816,1.142,1.685,70.487,42.444,23.607,1.0,492.246,2.486,1.0,591.902,2396,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.003,0.0,0.0,0.0,0.887,0.006,0.034,0.029,0.032,0.008,0.0,0.0,0.0,0.0,0.001,0.0,0.061
TCGA-SU-A7E7-01A,15.194,97.816,24.153,9.23,7.162,90.869,142.227,35.226,2.482,443.542,20.298,2.152,612.236,2397,PRAD,simu_bulk_2ds_ref,0.002,0.001,0.008,0.001,0.009,0.0,0.799,0.012,0.052,0.064,0.031,0.015,0.005,0.0,0.0,0.0,0.003,0.009999999999999998,0.095
TCGA-XJ-A83F-01A,18.433,56.211,2.784,1.511,1.208,86.633,44.339,18.429,1.0,768.059,3.974,1.0,770.151,2398,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.877,0.003,0.033,0.039,0.038,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.077
TCGA-2A-AAYO-01A,33.568,76.913,30.044,6.944,8.374,65.339,175.236,118.405,4.458,1068.7,16.478,1.812,689.843,2399,PRAD,simu_bulk_2ds_ref,0.003,0.012,0.017,0.0,0.003,0.0,0.772,0.014,0.032,0.066,0.043,0.029,0.008,0.0,0.0,0.0,0.015,0.003,0.109
TCGA-EJ-A46B-01A,12.055,56.446,6.937,3.293,2.0,80.91,48.07,10.828,1.0,1586.491,4.628,1.0,578.673,2400,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.006,0.0,0.001,0.0,0.878,0.007,0.041,0.012,0.044,0.008,0.003,0.0,0.0,0.0,0.001,0.001,0.055999999999999994
TCGA-QU-A6IN-01A,66.097,32.226,3.086,2.482,1.015,25.95,22.672,8.188,1.0,671.463,7.153,1.0,1470.063,2401,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.002,0.001,0.0,0.0,0.955,0.001,0.009,0.002,0.024,0.005,0.0,0.0,0.0,0.0,0.001,0.001,0.026000000000000002
TCGA-KK-A59Z-01A,9.915,74.22,9.626,2.774,4.479,77.793,92.187,16.641,1.154,828.05,6.181,1.149,321.826,2402,PRAD,simu_bulk_2ds_ref,0.004,0.0,0.001,0.0,0.005,0.0,0.78,0.012,0.059,0.066,0.048,0.021,0.003,0.0,0.0,0.0,0.004,0.005,0.114
TCGA-XK-AAJT-01A,8.824,90.501,9.741,3.777,3.019,88.442,160.135,23.972,1.126,1862.952,12.874,1.0,413.049,2403,PRAD,simu_bulk_2ds_ref,0.007,0.0,0.004,0.0,0.006,0.0,0.723,0.012,0.068,0.076,0.078,0.022,0.003,0.0,0.0,0.0,0.007,0.006,0.154
TCGA-EJ-7125-01A,3.38,78.296,16.046,3.874,6.73,80.013,113.609,69.487,1.664,561.662,6.282,1.28,865.423,2404,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.004,0.0,0.008,0.0,0.799,0.009,0.06,0.045,0.047,0.022,0.006,0.0,0.0,0.0,0.001,0.008,0.092
TCGA-J9-A52C-01A,10.455,192.657,21.14,12.487,12.146,167.714,202.741,93.562,3.067,2022.737,27.928,3.736,582.809,2405,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.009,0.0,0.012,0.0,0.596,0.016,0.099,0.134,0.09,0.035,0.008,0.0,0.0,0.0,0.001,0.012,0.224
TCGA-YL-A8HL-01A,15.226,31.119,5.061,4.31,1.45,74.071,47.793,4.958,1.0,198.361,3.143,1.0,663.075,2406,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.0,0.0,0.909,0.004,0.036,0.012,0.026,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.038
TCGA-ZG-A9LZ-01A,13.806,65.396,15.009,5.613,6.3,45.741,120.878,11.836,1.507,294.069,18.8,1.0,588.293,2407,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.008,0.0,0.002,0.0,0.858,0.014,0.03,0.045,0.023,0.017,0.001,0.0,0.0,0.0,0.001,0.002,0.068
TCGA-J9-A8CP-01A,26.73,147.833,6.856,2.118,2.79,191.599,62.948,704.903,1.0,437.695,9.461,1.0,1003.403,2408,PRAD,simu_bulk_2ds_ref,0.002,0.0,0.006,0.0,0.0,0.0,0.748,0.005,0.084,0.072,0.036,0.006,0.041,0.0,0.0,0.0,0.002,0.0,0.10799999999999998
TCGA-FC-A6HD-01A,15.073,16.47,3.505,2.223,1.704,29.336,50.217,52.977,1.0,285.568,5.69,1.0,1051.485,2409,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.002,0.0,0.957,0.004,0.006,0.0,0.02,0.007,0.0,0.0,0.0,0.0,0.0,0.002,0.02
TCGA-G9-6351-01A,18.494,64.446,4.974,5.925,2.028,53.142,37.558,16.209,1.0,959.868,4.044,1.0,710.817,2410,PRAD,simu_bulk_2ds_ref,0.003,0.0,0.005,0.0,0.004,0.0,0.867,0.007,0.026,0.055,0.027,0.005,0.001,0.0,0.0,0.0,0.003,0.004,0.082
TCGA-EJ-5532-01A,24.604,152.224,15.512,1.982,4.428,122.471,77.494,24.759,1.815,500.645,6.742,1.767,736.249,2411,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.008,0.0,0.007,0.0,0.83,0.007,0.051,0.058,0.027,0.009,0.002,0.0,0.0,0.0,0.001,0.007,0.085
TCGA-EJ-5525-01A,10.856,231.146,18.721,1.561,7.793,140.016,114.686,8.142,1.028,368.497,4.389,1.055,665.185,2412,PRAD,simu_bulk_2ds_ref,0.0,0.003,0.006,0.0,0.0,0.0,0.726,0.006,0.073,0.153,0.018,0.015,0.0,0.0,0.0,0.0,0.003,0.0,0.17099999999999999
TCGA-ZG-A9L9-01A,9.144,161.45,15.319,6.297,6.106,63.367,233.331,25.359,1.106,2088.348,18.89,1.0,459.522,2413,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.011,0.0,0.004,0.0,0.621,0.022,0.037,0.177,0.075,0.049,0.003,0.0,0.0,0.0,0.0,0.004,0.252
TCGA-EJ-A65F-01A,12.966,146.576,21.178,11.018,9.083,130.309,111.822,55.116,2.727,332.548,12.405,2.048,476.945,2414,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.004,0.003,0.006,0.0,0.792,0.009,0.071,0.06,0.034,0.014,0.006,0.0,0.0,0.0,0.001,0.009000000000000001,0.094
TCGA-2A-A8VX-01A,14.374,35.618,1.874,1.885,1.0,15.432,24.26,6.374,1.0,520.7,1.703,1.0,794.831,2415,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.938,0.004,0.005,0.021,0.025,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.046
TCGA-KK-A8I4-01A,56.62,232.626,54.446,21.751,19.75,182.413,253.654,66.192,2.941,1159.795,40.26,2.03,475.915,2416,PRAD,simu_bulk_2ds_ref,0.013,0.005,0.024,0.001,0.022,0.0,0.553,0.024,0.117,0.138,0.061,0.034,0.008,0.0,0.0,0.0,0.018,0.023,0.199
TCGA-KK-A8IA-01A,9.118,35.206,6.517,1.578,2.523,42.791,54.511,8.285,1.0,219.106,5.628,1.0,592.235,2417,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.003,0.001,0.0,0.0,0.918,0.006,0.016,0.022,0.022,0.01,0.001,0.0,0.0,0.0,0.001,0.001,0.044
TCGA-Y6-A9XI-01A,20.632,40.567,10.173,2.45,3.309,108.55,83.461,37.631,1.365,221.856,5.678,1.662,541.794,2418,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.007,0.0,0.0,0.0,0.895,0.009,0.041,0.02,0.019,0.008,0.0,0.0,0.0,0.0,0.001,0.0,0.039
TCGA-VN-A88I-01A,11.921,331.011,18.869,9.756,7.782,156.798,120.842,153.387,1.0,3841.267,21.448,2.55,407.562,2419,PRAD,simu_bulk_2ds_ref,0.003,0.0,0.009,0.01,0.012,0.0,0.409,0.015,0.106,0.282,0.125,0.018,0.01,0.001,0.0,0.0,0.003,0.022,0.407
TCGA-M7-A71Z-01A,22.191,14.423,1.687,1.0,13.661,23.744,26.331,2.629,1.0,170.3,1.215,1.0,658.378,2420,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.959,0.002,0.007,0.014,0.011,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.025
TCGA-EJ-A46E-01A,5.888,78.166,9.731,9.139,18.519,44.822,83.41,23.379,1.0,1543.663,10.287,1.573,987.919,2421,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.002,0.005,0.001,0.0,0.796,0.015,0.041,0.065,0.059,0.008,0.004,0.0,0.0,0.0,0.001,0.006,0.124
TCGA-CH-5788-01A,12.028,36.294,10.797,1.0,3.215,34.316,63.537,2.457,1.0,111.048,1.325,1.0,956.012,2422,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.004,0.0,0.925,0.004,0.014,0.027,0.01,0.014,0.0,0.0,0.0,0.0,0.0,0.004,0.037
TCGA-KK-A7AU-01A,13.287,7.639,3.407,3.81,1.959,41.411,66.295,4.491,1.0,88.692,10.127,1.0,672.919,2423,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.001,0.005,0.001,0.0,0.956,0.004,0.015,0.001,0.012,0.005,0.0,0.0,0.0,0.0,0.0,0.006,0.013000000000000001
TCGA-EJ-5531-01A,26.945,121.256,35.096,14.968,18.385,80.326,264.832,92.496,9.364,1320.683,22.868,2.98,759.635,2424,PRAD,simu_bulk_2ds_ref,0.018,0.0,0.012,0.001,0.008,0.0,0.767,0.018,0.041,0.064,0.028,0.039,0.004,0.0,0.0,0.0,0.018,0.009000000000000001,0.092
TCGA-VN-A88K-01A,31.268,135.932,11.842,3.925,2.486,261.748,87.455,65.237,1.0,470.738,10.702,1.0,669.8,2425,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.005,0.0,0.007,0.0,0.795,0.002,0.071,0.071,0.036,0.008,0.004,0.0,0.0,0.0,0.0,0.007,0.10699999999999998
TCGA-VN-A88M-01A,26.229,35.165,3.095,3.055,1.0,47.457,25.623,37.161,1.0,284.809,5.336,1.0,962.176,2426,PRAD,simu_bulk_2ds_ref,0.008,0.0,0.002,0.0,0.0,0.0,0.925,0.005,0.017,0.016,0.021,0.005,0.001,0.0,0.0,0.0,0.008,0.0,0.037000000000000005
TCGA-EJ-5506-01A,8.031,72.209,14.014,5.992,19.379,28.899,79.214,5.535,1.0,700.247,7.588,1.0,581.361,2427,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.013,0.0,0.009,0.0,0.887,0.007,0.01,0.044,0.017,0.011,0.002,0.0,0.0,0.0,0.001,0.009,0.061
TCGA-XK-AAJU-01A,13.601,48.557,10.476,10.046,8.082,74.647,98.695,34.97,1.0,1306.297,22.118,1.013,617.836,2428,PRAD,simu_bulk_2ds_ref,0.002,0.0,0.004,0.007,0.007,0.0,0.827,0.015,0.057,0.029,0.037,0.009,0.006,0.0,0.0,0.0,0.002,0.014,0.066
TCGA-YL-A8SI-01A,9.849,142.462,15.635,5.033,4.236,91.029,101.669,26.376,6.113,1683.964,8.553,8.128,579.15,2429,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.006,0.0,0.004,0.0,0.747,0.008,0.061,0.089,0.061,0.019,0.003,0.0,0.0,0.0,0.001,0.004,0.15
TCGA-G9-6499-01A,19.548,37.81,7.846,5.577,4.45,39.527,78.847,8.649,1.039,749.346,8.9,1.0,818.48,2430,PRAD,simu_bulk_2ds_ref,0.002,0.0,0.003,0.001,0.002,0.0,0.918,0.008,0.03,0.006,0.021,0.011,0.0,0.0,0.0,0.0,0.002,0.003,0.027000000000000003
TCGA-QU-A6IL-01A,14.114,27.458,3.22,2.932,1.904,46.814,61.571,23.225,1.0,868.719,12.072,1.0,1426.211,2431,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.003,0.002,0.002,0.0,0.937,0.005,0.013,0.003,0.026,0.009,0.0,0.0,0.0,0.0,0.001,0.004,0.028999999999999998
TCGA-J4-A67Q-01A,15.481,142.792,9.609,2.756,5.412,79.41,186.835,127.29,1.289,3933.404,17.336,1.0,888.946,2432,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.008,0.001,0.0,0.0,0.724,0.011,0.042,0.126,0.063,0.019,0.005,0.0,0.0,0.0,0.0,0.001,0.189
TCGA-G9-6361-01A,11.017,121.192,5.186,3.316,1.216,80.839,45.151,7.724,1.0,1807.103,7.467,1.0,577.425,2433,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.006,0.0,0.001,0.0,0.749,0.006,0.067,0.1,0.061,0.01,0.0,0.0,0.0,0.0,0.0,0.001,0.161
TCGA-VN-A88L-01A,14.057,85.437,4.563,4.137,3.981,123.653,48.437,17.964,1.0,1459.685,5.987,1.0,730.487,2434,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.001,0.0,0.747,0.005,0.062,0.083,0.089,0.01,0.0,0.0,0.0,0.0,0.0,0.001,0.172
TCGA-KK-A8I9-01A,19.639,142.335,17.33,8.352,10.526,209.656,120.258,66.888,9.856,487.641,19.177,4.392,781.973,2435,PRAD,simu_bulk_2ds_ref,0.002,0.0,0.007,0.005,0.007,0.0,0.727,0.01,0.111,0.072,0.027,0.025,0.005,0.0,0.0,0.0,0.002,0.012,0.09899999999999999
TCGA-V1-A9ZG-01A,5.602,227.941,12.643,2.855,3.926,189.71,126.018,53.07,1.033,250.022,13.46,1.527,895.425,2436,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.007,0.0,0.005,0.0,0.757,0.007,0.069,0.114,0.022,0.014,0.006,0.0,0.0,0.0,0.0,0.005,0.136
TCGA-V1-A9OX-01A,18.136,54.136,12.078,6.609,4.87,66.816,84.482,20.81,1.0,709.051,13.744,1.163,581.129,2437,PRAD,simu_bulk_2ds_ref,0.01,0.0,0.007,0.0,0.005,0.0,0.855,0.009,0.033,0.031,0.031,0.016,0.001,0.0,0.0,0.0,0.01,0.005,0.062
TCGA-G9-6373-01A,16.418,68.566,14.827,4.078,3.306,59.407,87.66,12.759,1.0,1057.662,9.155,1.0,650.183,2438,PRAD,simu_bulk_2ds_ref,0.002,0.0,0.006,0.0,0.0,0.0,0.813,0.01,0.038,0.065,0.053,0.012,0.0,0.0,0.0,0.0,0.002,0.0,0.118
TCGA-VP-A878-01A,16.289,101.467,13.908,6.939,7.685,186.946,172.537,56.625,2.95,1046.133,13.78,1.72,698.545,2439,PRAD,simu_bulk_2ds_ref,0.004,0.0,0.006,0.001,0.008,0.0,0.729,0.012,0.097,0.073,0.042,0.024,0.005,0.0,0.0,0.0,0.004,0.009000000000000001,0.11499999999999999
TCGA-YL-A8SB-01A,11.797,288.426,10.763,4.294,7.641,155.387,100.718,24.502,1.082,699.857,10.69,1.793,374.611,2440,PRAD,simu_bulk_2ds_ref,0.004,0.0,0.01,0.0,0.008,0.0,0.711,0.011,0.06,0.13,0.04,0.021,0.006,0.0,0.0,0.0,0.004,0.008,0.17
TCGA-EJ-A7NN-01A,42.329,49.82,17.579,4.611,9.582,145.547,227.76,84.03,1.0,599.322,9.401,2.225,854.91,2441,PRAD,simu_bulk_2ds_ref,0.019,0.003,0.011,0.006,0.001,0.0,0.761,0.017,0.082,0.037,0.034,0.025,0.006,0.0,0.0,0.0,0.022,0.007,0.07100000000000001
TCGA-HC-7212-01A,7.774,77.717,17.69,2.764,5.98,194.47,74.292,20.538,1.777,236.367,5.986,1.651,823.867,2442,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.003,0.0,0.003,0.0,0.844,0.008,0.054,0.045,0.03,0.012,0.0,0.0,0.0,0.0,0.0,0.003,0.075
TCGA-V1-A9O5-01A,10.658,135.576,65.84,12.084,14.417,74.449,391.888,27.768,1.509,202.686,27.546,2.892,773.217,2443,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.017,0.002,0.019,0.0,0.799,0.02,0.027,0.063,0.015,0.036,0.002,0.0,0.0,0.0,0.001,0.020999999999999998,0.078
TCGA-HC-A8D0-01A,28.568,128.966,18.553,7.745,12.137,71.454,141.015,36.371,1.297,1044.747,13.616,1.49,410.702,2444,PRAD,simu_bulk_2ds_ref,0.001,0.002,0.007,0.0,0.006,0.0,0.775,0.015,0.038,0.102,0.035,0.015,0.004,0.0,0.0,0.0,0.003,0.006,0.137
TCGA-2A-A8VT-01A,6.118,52.044,14.091,10.634,5.002,69.558,133.749,3.336,1.0,203.337,16.666,1.351,711.752,2445,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.006,0.01,0.004,0.0,0.859,0.009,0.057,0.019,0.016,0.019,0.0,0.0,0.0,0.0,0.001,0.014,0.035
TCGA-ZG-A9LB-01A,11.035,51.428,8.481,5.769,4.765,30.067,124.457,43.461,1.0,880.025,11.218,1.0,426.613,2446,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.005,0.0,0.894,0.008,0.009,0.029,0.038,0.011,0.002,0.0,0.0,0.0,0.0,0.005,0.067
TCGA-HC-7079-01A,249.8,481.999,213.687,31.772,84.885,104.282,809.294,28.205,14.138,520.394,145.265,8.985,407.871,2447,PRAD,simu_bulk_2ds_ref,0.066,0.061,0.059,0.014,0.024,0.002,0.303,0.113,0.084,0.131,0.024,0.11,0.004,0.0,0.004,0.001,0.127,0.038,0.155
TCGA-HC-A6AP-01A,33.87,109.53,12.333,4.865,10.846,110.484,248.313,86.333,3.08,2898.147,22.357,1.965,1165.623,2448,PRAD,simu_bulk_2ds_ref,0.013,0.0,0.004,0.004,0.004,0.0,0.804,0.007,0.042,0.039,0.048,0.033,0.002,0.0,0.0,0.0,0.013,0.008,0.087
TCGA-KC-A4BR-01A,8.713,122.148,6.176,3.476,3.221,101.268,86.636,65.567,6.539,3133.139,5.195,3.926,448.432,2449,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.004,0.003,0.001,0.0,0.594,0.007,0.11,0.087,0.179,0.007,0.008,0.0,0.0,0.0,0.001,0.004,0.266
TCGA-V1-A9OA-01A,6.054,159.18,14.448,5.212,7.553,78.064,101.044,8.7,1.0,1269.191,8.268,1.835,351.12,2450,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.011,0.0,0.006,0.0,0.732,0.013,0.047,0.127,0.042,0.016,0.004,0.0,0.0,0.0,0.001,0.006,0.169
TCGA-EJ-A46H-01A,20.764,290.953,46.332,15.61,16.015,187.011,131.009,21.306,2.14,1493.179,29.734,3.349,1216.801,2451,PRAD,simu_bulk_2ds_ref,0.012,0.0,0.006,0.012,0.017,0.001,0.557,0.022,0.118,0.16,0.068,0.019,0.008,0.0,0.0,0.0,0.012,0.029,0.228
TCGA-EJ-5507-01A,15.02,58.613,24.246,8.118,8.012,77.271,101.491,7.113,1.414,308.518,13.214,1.002,1142.752,2452,PRAD,simu_bulk_2ds_ref,0.003,0.0,0.015,0.0,0.006,0.0,0.82,0.015,0.056,0.04,0.025,0.02,0.0,0.0,0.0,0.0,0.003,0.006,0.065
TCGA-KK-A8ID-01A,14.425,14.71,9.472,3.163,2.886,52.775,119.159,13.677,1.0,97.376,8.392,1.0,879.219,2453,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.006,0.001,0.002,0.0,0.906,0.013,0.031,0.002,0.021,0.016,0.0,0.0,0.0,0.0,0.001,0.003,0.023
TCGA-XK-AAJR-01A,21.192,42.297,8.139,2.254,5.412,270.934,119.609,34.03,1.0,924.099,5.862,1.128,1121.434,2454,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.003,0.0,0.001,0.0,0.82,0.008,0.066,0.034,0.054,0.01,0.003,0.0,0.0,0.0,0.001,0.001,0.088
TCGA-HC-7750-01A,9.719,119.754,8.855,2.7,3.202,79.08,70.571,64.141,1.0,2244.528,8.225,1.197,623.082,2455,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.005,0.0,0.0,0.0,0.798,0.007,0.044,0.082,0.05,0.009,0.004,0.0,0.0,0.0,0.0,0.0,0.132
TCGA-G9-6347-01A,23.614,168.47,10.601,6.647,5.705,82.973,288.361,49.996,1.35,10757.166,50.61,1.0,707.764,2456,PRAD,simu_bulk_2ds_ref,0.005,0.0,0.007,0.01,0.006,0.0,0.638,0.012,0.019,0.143,0.123,0.031,0.003,0.001,0.0,0.0,0.005,0.016,0.266
TCGA-EJ-5522-01A,13.521,102.923,37.433,10.646,15.295,67.934,92.494,24.339,2.639,612.11,14.505,1.762,605.264,2457,PRAD,simu_bulk_2ds_ref,0.003,0.0,0.02,0.0,0.011,0.0,0.804,0.017,0.04,0.069,0.019,0.014,0.002,0.0,0.0,0.0,0.003,0.011,0.08800000000000001
TCGA-HC-A631-01A,7.576,38.671,4.526,1.9,1.228,30.492,47.993,4.019,1.0,216.27,5.43,1.0,605.221,2458,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.0,0.0,0.923,0.007,0.015,0.026,0.02,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.046
TCGA-CH-5763-01A,10.068,176.892,20.807,8.489,12.008,57.942,94.037,12.664,6.154,1389.455,7.467,3.075,519.216,2459,PRAD,simu_bulk_2ds_ref,0.003,0.0,0.009,0.001,0.008,0.0,0.731,0.01,0.053,0.119,0.045,0.015,0.005,0.0,0.0,0.0,0.003,0.009000000000000001,0.16399999999999998
TCGA-EJ-7794-01A,24.784,133.683,28.918,5.848,12.066,73.641,165.81,41.852,7.657,954.111,10.202,5.828,618.335,2460,PRAD,simu_bulk_2ds_ref,0.014,0.0,0.01,0.0,0.006,0.0,0.76,0.013,0.05,0.087,0.028,0.029,0.004,0.0,0.0,0.0,0.014,0.006,0.11499999999999999
TCGA-V1-A9Z8-01A,12.345,158.23,10.53,5.122,5.479,193.361,110.795,140.987,1.103,1631.16,20.262,1.0,557.504,2461,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.01,0.002,0.004,0.0,0.688,0.008,0.09,0.111,0.064,0.015,0.006,0.0,0.0,0.0,0.0,0.006,0.175
TCGA-EJ-7788-01A,16.046,237.516,21.645,4.403,12.258,84.688,126.475,30.251,1.847,514.296,12.957,1.113,497.129,2462,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.008,0.0,0.008,0.0,0.771,0.011,0.041,0.115,0.025,0.017,0.003,0.0,0.0,0.0,0.001,0.008,0.14
TCGA-XQ-A8TA-01A,5.295,44.682,4.983,1.876,4.768,55.858,42.378,1.0,1.0,36.99,1.102,1.0,455.015,2463,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.0,0.0,0.007,0.0,0.976,0.0,0.004,0.0,0.003,0.009,0.0,0.0,0.0,0.0,0.0,0.007,0.003
TCGA-HC-A6AO-01A,30.184,19.521,14.198,2.246,7.356,57.625,133.329,62.336,17.748,368.121,15.922,2.998,1124.322,2464,PRAD,simu_bulk_2ds_ref,0.002,0.0,0.004,0.0,0.001,0.0,0.932,0.007,0.011,0.0,0.017,0.019,0.0,0.0,0.0,0.004,0.002,0.001,0.017
TCGA-FC-A5OB-01A,26.896,9.289,4.401,1.0,2.179,107.245,79.919,9.046,1.0,122.144,1.951,1.0,809.492,2465,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.002,0.0,0.0,0.0,0.949,0.005,0.021,0.001,0.012,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001
TCGA-CH-5764-01A,28.533,65.398,15.925,14.501,8.431,62.211,100.066,12.813,1.806,634.287,24.21,1.861,734.655,2466,PRAD,simu_bulk_2ds_ref,0.002,0.0,0.002,0.002,0.012,0.0,0.836,0.011,0.037,0.066,0.021,0.009,0.001,0.0,0.0,0.0,0.002,0.014,0.08700000000000001
TCGA-CH-5789-01A,13.904,104.57,15.417,5.671,9.414,61.51,128.76,25.264,10.793,1046.772,9.054,5.14,586.75,2467,PRAD,simu_bulk_2ds_ref,0.003,0.0,0.007,0.0,0.009,0.0,0.778,0.013,0.059,0.052,0.053,0.02,0.006,0.0,0.001,0.001,0.003,0.009,0.105
TCGA-FC-A66V-01A,13.704,59.004,6.249,4.736,8.168,107.011,155.496,10.803,1.0,1492.719,8.395,1.0,959.224,2468,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.006,0.0,0.001,0.0,0.904,0.007,0.016,0.022,0.025,0.018,0.0,0.0,0.0,0.0,0.0,0.001,0.047
TCGA-EJ-7330-01A,10.531,146.409,15.938,7.164,5.668,116.069,114.667,25.622,4.877,915.728,15.68,2.686,783.5,2469,PRAD,simu_bulk_2ds_ref,0.002,0.0,0.008,0.004,0.01,0.0,0.79,0.008,0.059,0.068,0.034,0.014,0.002,0.0,0.0,0.0,0.002,0.014,0.10200000000000001
TCGA-HC-8258-01B,13.386,221.608,206.47,14.599,14.849,38.811,48.628,14.015,11.175,360.956,10.258,9.621,59.062,2470,PRAD,simu_bulk_2ds_ref,0.004,0.02,0.029,0.026,0.006,0.103,0.492,0.04,0.024,0.163,0.042,0.02,0.026,0.0,0.004,0.001,0.024,0.032,0.20500000000000002
TCGA-YL-A8SL-01B,25.086,39.387,5.634,1.871,2.688,88.045,46.035,7.018,1.0,185.201,8.071,1.0,977.408,2471,PRAD,simu_bulk_2ds_ref,0.005,0.0,0.001,0.003,0.004,0.0,0.91,0.004,0.027,0.02,0.019,0.007,0.0,0.0,0.0,0.0,0.005,0.007,0.039
TCGA-XK-AAIW-01A,15.231,17.498,17.292,32.809,3.605,57.759,311.648,2.344,1.0,66.277,94.165,1.057,591.48,2472,PRAD,simu_bulk_2ds_ref,0.001,0.0,0.008,0.012,0.023,0.0,0.902,0.008,0.02,0.001,0.014,0.012,0.0,0.0,0.0,0.0,0.001,0.035,0.015
TCGA-G9-6385-01A,8.338,112.681,10.026,3.893,3.697,54.925,95.262,39.574,1.0,1386.861,11.728,1.0,681.345,2473,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.009,0.0,0.001,0.0,0.831,0.008,0.034,0.07,0.035,0.011,0.002,0.0,0.0,0.0,0.0,0.001,0.10500000000000001
TCGA-HC-A76X-01A,14.726,61.497,3.426,3.916,1.588,36.886,28.384,14.19,1.0,399.833,4.726,1.0,820.943,2474,PRAD,simu_bulk_2ds_ref,0.0,0.0,0.001,0.0,0.001,0.0,0.926,0.004,0.012,0.032,0.017,0.007,0.0,0.0,0.0,0.0,0.0,0.001,0.049
